emp_no,first_name,last_name,title,from_date,to_date
262154,Wonhee,Vrecion,Senior Engineer,3/14/1986,8/28/1996
261662,Berni,Assaf,Senior Staff,9/8/1989,1/1/9999
261737,Mark,Lindqvist,Senior Engineer,11/22/1990,1/1/9999
261737,Mark,Lindqvist,Engineer,11/22/1990,1/1/9999
261986,Gila,Ramsak,Senior Engineer,5/13/1997,1/1/9999
261990,Volkmar,Czaja,Staff,4/1/1992,1/1/9999
261990,Volkmar,Czaja,Senior Staff,4/1/1992,1/1/9999
262210,Chinho,Bottner,Senior Engineer,7/29/1985,1/1/9999
262210,Chinho,Bottner,Engineer,7/29/1985,1/1/9999
262210,Chinho,Bottner,Assistant Engineer,7/29/1985,1/1/9999
262154,Wonhee,Vrecion,Engineer,3/14/1986,8/28/1996
262208,Mrinalini,Holburn,Senior Staff,4/20/1987,5/23/1987
262328,Mayuko,Vural,Staff,12/24/1997,1/1/9999
262208,Mrinalini,Holburn,Senior Staff,5/23/1987,1/1/9999
262548,Jixiang,Loncour,Engineer,3/16/1994,2/20/2001
262439,Lorien,Lagarias,Staff,10/10/1985,1/1/9999
262439,Lorien,Lagarias,Senior Staff,10/10/1985,1/1/9999
262440,Subbu,Kaiserswerth,Assistant Engineer,6/15/1992,3/8/1999
262861,Kayoko,Attimonelli,Staff,10/14/1992,1/20/1999
262636,Tamiya,Reutenauer,Senior Engineer,4/10/1992,1/1/9999
262636,Tamiya,Reutenauer,Senior Engineer,6/2/1985,4/10/1992
262741,Izaskun,Moffat,Staff,4/30/1987,8/14/2001
262741,Izaskun,Moffat,Senior Staff,4/30/1987,8/14/2001
262861,Kayoko,Attimonelli,Senior Staff,10/14/1992,1/20/1999
262752,Pramod,Bierman,Engineer,12/12/1997,1/1/9999
263186,Danny,Lowrie,Technique Leader,9/13/1995,1/1/9999
262928,Piyush,Gill,Senior Engineer,8/31/1990,2/20/1995
262928,Piyush,Gill,Engineer,8/31/1990,2/20/1995
262928,Piyush,Gill,Senior Engineer,2/20/1995,1/1/9999
262928,Piyush,Gill,Engineer,2/20/1995,1/1/9999
263012,Hideo,Buchter,Staff,5/1/1999,1/1/9999
263370,Shakhar,Ranze,Staff,5/29/1999,1/1/9999
263439,Atreye,Kabayashi,Senior Engineer,12/15/1986,1/1/9999
263325,Dinkar,Sinicrope,Staff,7/12/1985,7/14/1985
263325,Dinkar,Sinicrope,Staff,7/14/1985,12/22/1985
263645,Mingsen,Lally,Senior Engineer,12/4/1990,1/1/9999
263649,Mechthild,Zongker,Senior Staff,7/26/1993,1/1/9999
263721,Abdulah,Horswill,Engineer,6/12/1999,11/14/2000
263926,Fusako,Schwartzbauer,Staff,4/7/1985,1/1/9999
263926,Fusako,Schwartzbauer,Senior Staff,4/7/1985,1/1/9999
264001,Khalil,Mapelli,Senior Engineer,1/15/1990,4/6/1992
264030,Zdislav,Solares,Engineer,12/14/1990,1/1/9999
264030,Zdislav,Solares,Assistant Engineer,12/14/1990,1/1/9999
264322,Leandro,Swist,Staff,1/6/1991,1/1/9999
264167,Baoqiu,Tomescu,Senior Engineer,5/1/1996,1/1/9999
264322,Leandro,Swist,Senior Staff,1/6/1991,1/1/9999
265794,Miquel,Halloran,Staff,1/14/1994,1/1/9999
264626,Noritoshi,Bakhtari,Staff,2/3/1993,1/1/9999
264626,Noritoshi,Bakhtari,Senior Staff,2/3/1993,1/1/9999
264715,Siddarth,Luke,Staff,10/6/1993,7/6/1994
264939,Bogdan,Bahi,Senior Engineer,2/13/1999,1/1/9999
264939,Bogdan,Bahi,Engineer,2/13/1999,1/1/9999
264939,Bogdan,Bahi,Senior Engineer,2/9/1985,2/13/1999
264939,Bogdan,Bahi,Engineer,2/9/1985,2/13/1999
265039,Navid,Staudhammer,Staff,10/18/1992,1/1/9999
265039,Navid,Staudhammer,Senior Staff,10/18/1992,1/1/9999
265521,Kensei,Salverda,Senior Engineer,5/25/1993,1/1/9999
265521,Kensei,Salverda,Engineer,5/25/1993,1/1/9999
265558,Susuma,Kleiser,Staff,8/2/1987,1/1/9999
265558,Susuma,Kleiser,Senior Staff,8/2/1987,1/1/9999
265794,Miquel,Halloran,Senior Staff,1/14/1994,1/1/9999
265875,Fan,Marsiglia,Senior Engineer,9/3/1989,1/1/9999
265875,Fan,Marsiglia,Engineer,9/3/1989,1/1/9999
266206,Zsolt,Anily,Staff,8/19/1985,1/1/9999
266206,Zsolt,Anily,Senior Staff,8/19/1985,1/1/9999
266249,Sumant,Nishimukai,Senior Staff,3/28/1991,1/1/9999
266310,Zvonko,Serdy,Staff,6/24/1987,1/1/9999
266310,Zvonko,Serdy,Senior Staff,6/24/1987,1/1/9999
266644,Anwar,Gubsky,Staff,8/9/1993,1/1/9999
266644,Anwar,Gubsky,Senior Staff,8/9/1993,1/1/9999
266689,Parke,Serna,Senior Engineer,3/29/1985,9/23/1999
266862,Mart,Plumb,Senior Staff,4/21/1986,1/1/9999
266881,Mokhtar,Sabnani,Staff,2/4/1997,1/1/9999
266881,Mokhtar,Sabnani,Senior Staff,2/4/1997,1/1/9999
266881,Mokhtar,Sabnani,Staff,8/28/1990,2/4/1997
266881,Mokhtar,Sabnani,Senior Staff,8/28/1990,2/4/1997
266981,Toshimi,Kragelund,Engineer,2/21/1988,7/5/1994
266981,Toshimi,Kragelund,Assistant Engineer,2/21/1988,7/5/1994
267059,Moie,Tempesti,Staff,6/29/1991,1/1/9999
267059,Moie,Tempesti,Senior Staff,6/29/1991,1/1/9999
267504,Mayuri,Flowers,Staff,5/12/1997,11/7/2000
267227,Susuma,Tagansky,Senior Engineer,1/22/1995,1/1/9999
267227,Susuma,Tagansky,Engineer,1/22/1995,1/1/9999
267304,Jordanka,Axelband,Senior Staff,6/27/1994,1/1/9999
268043,Narain,Mikschl,Engineer,11/2/1997,1/1/9999
267667,Irena,Kaiserswerth,Staff,9/5/1987,1/1/9999
267667,Irena,Kaiserswerth,Senior Staff,9/5/1987,1/1/9999
267745,Wojceich,Honglei,Senior Engineer,12/28/1991,5/1/2000
267745,Wojceich,Honglei,Engineer,12/28/1991,5/1/2000
268191,LiMin,Teitelbaum,Senior Engineer,11/1/1990,1/1/9999
268191,LiMin,Teitelbaum,Engineer,11/1/1990,1/1/9999
269568,Rimli,Walston,Staff,1/28/1996,8/10/1999
268890,Somnath,Uhrik,Engineer,1/14/1988,12/9/1994
269186,Vitali,Dayang,Technique Leader,9/21/1988,10/21/1992
270792,Domenico,Wendorf,Engineer,9/10/1990,12/28/1992
269728,Naftali,Kragelund,Staff,5/16/1987,1/1/9999
269728,Naftali,Kragelund,Senior Staff,5/16/1987,1/1/9999
270084,Ulises,Frolund,Staff,7/26/1986,1/1/9999
270084,Ulises,Frolund,Senior Staff,7/26/1986,1/1/9999
270792,Domenico,Wendorf,Engineer,9/8/1988,9/10/1990
270794,Dannz,Zhang,Senior Staff,6/26/1991,1/1/9999
270821,Hatem,Bierbaum,Staff,3/26/2000,4/11/2000
270716,Shunichi,Baer,Staff,2/4/1998,1/1/9999
270821,Hatem,Bierbaum,Staff,9/7/1999,3/26/2000
271106,Taisook,Kampfer,Engineer,11/30/1997,1/1/9999
271118,Somnath,Nitsche,Senior Engineer,8/15/1987,10/10/1999
271118,Somnath,Nitsche,Engineer,8/15/1987,10/10/1999
271118,Somnath,Nitsche,Assistant Engineer,8/15/1987,10/10/1999
272141,Tsutomu,Neiman,Staff,7/31/1996,1/1/9999
271219,Odoardo,Tyugu,Engineer,11/7/1994,1/1/9999
271975,Yuchang,Busillo,Engineer,3/30/1986,11/14/1989
272141,Tsutomu,Neiman,Senior Staff,7/31/1996,1/1/9999
272141,Tsutomu,Neiman,Staff,5/5/1986,7/31/1996
272141,Tsutomu,Neiman,Senior Staff,5/5/1986,7/31/1996
272316,Surveyors,Muhling,Engineer,7/19/1999,1/1/9999
272285,Gully,Mitchem,Staff,1/22/1986,1/1/9999
272285,Gully,Mitchem,Senior Staff,1/22/1986,1/1/9999
272860,Minghong,Candan,Assistant Engineer,2/10/1994,1/1/9999
272452,Mitsuyuki,Isard,Engineer,8/17/1996,2/27/2002
272452,Mitsuyuki,Isard,Engineer,2/27/2002,1/1/9999
272599,Holgard,Hegner,Staff,7/15/1993,1/1/9999
272599,Holgard,Hegner,Senior Staff,7/15/1993,1/1/9999
273396,Wayne,Baba,Engineer,3/7/1998,1/1/9999
273159,Divine,Hofmeyr,Technique Leader,4/14/1989,1/1/9999
273274,Yolla,Kobara,Engineer,12/29/1995,4/16/1997
273286,Brigham,Asmuth,Senior Engineer,1/23/1989,1/1/9999
273286,Brigham,Asmuth,Engineer,1/23/1989,1/1/9999
274271,Prodip,Ritcey,Staff,9/10/1986,1/1/9999
273806,Hongzhu,Beetstra,Staff,1/24/1991,8/18/1997
273806,Hongzhu,Beetstra,Senior Staff,1/24/1991,8/18/1997
273806,Hongzhu,Beetstra,Staff,8/18/1997,1/1/9999
273806,Hongzhu,Beetstra,Senior Staff,8/18/1997,1/1/9999
273858,Gunilla,Matzen,Staff,12/28/1990,1/1/9999
273858,Gunilla,Matzen,Senior Staff,12/28/1990,1/1/9999
274071,Mingsen,Weiland,Staff,10/12/1995,1/1/9999
274271,Prodip,Ritcey,Senior Staff,9/10/1986,1/1/9999
274813,Yefim,Pettey,Staff,8/7/1993,1/1/9999
274369,Ranga,Waymire,Senior Staff,1/27/1997,1/1/9999
274813,Yefim,Pettey,Senior Staff,8/7/1993,1/1/9999
275158,Satyanarayana,Brandsma,Engineer,12/8/1999,1/1/9999
275263,Vojin,Laventhal,Senior Engineer,10/18/1991,1/1/9999
275263,Vojin,Laventhal,Engineer,10/18/1991,1/1/9999
275444,Limsoon,Leppanen,Senior Engineer,1/21/1993,1/1/9999
275444,Limsoon,Leppanen,Engineer,1/21/1993,1/1/9999
275495,Shen,Yamaashi,Staff,2/19/1995,1/1/9999
275801,Ayakannu,Heinisuo,Senior Staff,6/28/1986,1/1/9999
275994,Uma,Prampolini,Senior Engineer,2/21/1991,1/1/9999
275881,Jiann,Munro,Senior Engineer,5/18/1988,1/1/9999
275994,Uma,Prampolini,Engineer,2/21/1991,1/1/9999
276027,Holgard,Stavenow,Staff,2/28/1986,1/1/9999
276027,Holgard,Stavenow,Senior Staff,2/28/1986,1/1/9999
276563,Gift,Solares,Senior Staff,8/1/1995,1/1/9999
276184,Mari,Swick,Senior Staff,4/8/1991,1/1/9999
276186,Sajjad,Vecchi,Staff,6/2/1993,1/1/9999
276186,Sajjad,Vecchi,Senior Staff,6/2/1993,1/1/9999
276189,Isaac,Klerer,Staff,3/19/1995,1/1/9999
276189,Isaac,Klerer,Senior Staff,3/19/1995,1/1/9999
276445,Atilio,Randi,Senior Engineer,7/2/1988,1/1/9999
276445,Atilio,Randi,Engineer,7/2/1988,1/1/9999
276472,Hideyuki,Flanders,Senior Engineer,11/10/1988,1/1/9999
276472,Hideyuki,Flanders,Engineer,11/10/1988,1/1/9999
276868,Alois,Sanella,Staff,3/13/1998,1/1/9999
276922,Yongmin,Sidje,Engineer,6/9/1998,10/31/2001
276922,Yongmin,Sidje,Engineer,10/31/2001,2/20/2002
277420,Rayond,Schach,Senior Engineer,4/22/1995,1/1/9999
277420,Rayond,Schach,Engineer,4/22/1995,1/1/9999
277777,Herbert,Itzigehl,Senior Engineer,7/4/1990,1/1/9999
277316,Vitali,Rothenberg,Staff,10/4/1989,1/1/9999
277316,Vitali,Rothenberg,Senior Staff,10/4/1989,1/1/9999
277362,Uzi,Kugler,Senior Staff,1/12/1991,1/1/9999
277829,Michaela,Fandrianto,Senior Engineer,6/2/1986,1/1/9999
278239,Boaz,Bottner,Staff,2/6/1994,1/1/9999
277926,Shaunak,Solovay,Senior Staff,12/26/1992,1/13/1994
278452,Sudhanshu,Toyoshima,Staff,8/29/1987,1/1/9999
278386,Caolyn,Poujol,Technique Leader,12/3/1995,1/1/9999
278452,Sudhanshu,Toyoshima,Senior Staff,8/29/1987,1/1/9999
278549,Jaana,Werthner,Staff,7/27/1989,1/1/9999
278549,Jaana,Werthner,Senior Staff,7/27/1989,1/1/9999
278484,Koldo,Peternell,Staff,11/5/1992,4/6/1993
278536,Munenori,Shobatake,Staff,1/10/1992,1/1/9999
278536,Munenori,Shobatake,Senior Staff,1/10/1992,1/1/9999
279115,Maren,DuCasse,Engineer,11/29/1997,1/1/9999
278883,Hidefumi,Saoudi,Engineer,9/15/1990,5/18/1996
278953,Jeanna,Ghandeharizadeh,Senior Engineer,8/11/1990,1/1/9999
279280,Niranjan,Debuse,Senior Engineer,9/21/1992,1/1/9999
279280,Niranjan,Debuse,Engineer,9/21/1992,1/1/9999
279384,Hugo,Comte,Senior Staff,6/30/1992,12/5/1993
280291,Lenore,Badache,Staff,11/24/1998,1/1/9999
279791,Chiranjit,Lyonns,Engineer,12/24/1986,1/1/9999
279791,Chiranjit,Lyonns,Assistant Engineer,12/24/1986,1/1/9999
280029,Vasilii,Verhaegen,Staff,3/25/1991,4/24/1991
280070,Niteen,Ebeling,Staff,3/29/1988,1/1/9999
280070,Niteen,Ebeling,Senior Staff,3/29/1988,1/1/9999
280648,Heeju,Lorys,Senior Engineer,12/27/1986,1/1/9999
280411,Hironoby,Farrar,Technique Leader,11/3/1987,11/12/1996
280420,Jahangir,Hofting,Staff,9/28/1986,1/1/9999
280420,Jahangir,Hofting,Senior Staff,9/28/1986,1/1/9999
280525,Kish,Herbst,Staff,8/18/1996,1/1/9999
280648,Heeju,Lorys,Engineer,12/27/1986,1/1/9999
280836,Ipke,Farrar,Senior Engineer,3/4/1991,12/3/1999
281180,Phillip,Fontet,Staff,9/3/1991,2/7/1998
281692,Khosrow,Sommen,Senior Engineer,3/3/1990,1/1/9999
281570,Zijian,Covnot,Assistant Engineer,9/13/1994,1/1/9999
282000,Hideo,Ratnakar,Senior Engineer,6/13/1985,3/20/1998
281834,Fumitake,Marchegay,Assistant Engineer,9/29/1991,6/12/1997
281848,Parke,Staylopatis,Senior Engineer,7/31/1993,1/1/9999
281848,Parke,Staylopatis,Engineer,7/31/1993,1/1/9999
281859,Masanao,Papastamatiou,Senior Engineer,11/25/1985,1/1/9999
281859,Masanao,Papastamatiou,Engineer,11/25/1985,1/1/9999
282191,Alper,Shinomoto,Engineer,10/20/1997,1/1/9999
282000,Hideo,Ratnakar,Engineer,6/13/1985,3/20/1998
282000,Hideo,Ratnakar,Assistant Engineer,6/13/1985,3/20/1998
282547,Nahum,Codenie,Engineer,6/14/1999,1/1/9999
282585,Zijian,Lammel,Staff,7/1/1996,1/1/9999
282699,Candida,Felcyn,Engineer,8/4/1986,5/25/2002
282699,Candida,Felcyn,Assistant Engineer,8/4/1986,5/25/2002
282862,Chenxi,Pusterhofer,Staff,6/2/1996,7/12/2000
282894,Fay,Bellmore,Senior Engineer,5/3/1989,1/1/9999
282333,Nahla,Serdy,Staff,9/9/1993,1/1/9999
282333,Nahla,Serdy,Senior Staff,9/9/1993,1/1/9999
282894,Fay,Bellmore,Engineer,5/3/1989,1/1/9999
282343,Xinglin,Haldar,Staff,7/20/1988,1/1/9999
282343,Xinglin,Haldar,Senior Staff,7/20/1988,1/1/9999
283138,Cullen,Mikschl,Senior Staff,1/16/1990,3/11/1990
283168,Sanjai,Kopetz,Assistant Engineer,4/19/1999,5/21/1999
283168,Sanjai,Kopetz,Assistant Engineer,5/21/1999,6/7/2000
284431,Pintsang,Fujisawa,Staff,4/16/1996,1/1/9999
283041,Nathalie,Foote,Senior Engineer,7/20/1991,6/20/1992
284045,Fun,Seiwald,Engineer,6/24/1994,2/15/2000
284300,Ishfaq,Mahmud,Staff,11/29/1991,1/1/9999
284300,Ishfaq,Mahmud,Senior Staff,11/29/1991,1/1/9999
284431,Pintsang,Fujisawa,Senior Staff,4/16/1996,1/1/9999
284687,Oksana,Redmiles,Senior Engineer,6/22/1985,1/1/9999
284561,Duri,Beznosov,Senior Engineer,2/15/1988,1/1/9999
284687,Oksana,Redmiles,Engineer,6/22/1985,1/1/9999
284691,Theron,Ressouche,Senior Engineer,8/17/1988,1/1/9999
284691,Theron,Ressouche,Engineer,8/17/1988,1/1/9999
284711,Martijn,Azevdeo,Senior Engineer,2/10/1988,1/1/9999
284717,Gal,Ranta,Senior Engineer,11/7/1992,1/1/9999
284717,Gal,Ranta,Engineer,11/7/1992,1/1/9999
284954,Anneke,Hammerschmidt,Engineer,1/30/1996,1/1/9999
284856,Moto,Kobara,Senior Engineer,12/12/1991,1/1/9999
284856,Moto,Kobara,Engineer,12/12/1991,1/1/9999
285318,Theron,Ravishankar,Senior Engineer,12/27/1991,10/9/1999
285149,Nahum,Schahn,Senior Engineer,2/17/1998,3/15/2000
285164,Xiaocheng,Kumaresan,Staff,10/3/1994,1/1/9999
285318,Theron,Ravishankar,Engineer,12/27/1991,10/9/1999
285905,Kellyn,Bage,Senior Staff,11/4/1994,1/1/9999
285396,Lena,Kohling,Senior Engineer,10/4/1986,1/1/9999
285396,Lena,Kohling,Engineer,10/4/1986,1/1/9999
285906,Arnould,Buescher,Engineer,3/26/1998,1/1/9999
286026,Utpal,Zaumen,Staff,2/25/1991,1/1/9999
286026,Utpal,Zaumen,Senior Staff,2/25/1991,1/1/9999
286029,Jaques,Nanard,Staff,7/16/1996,1/1/9999
286573,Nahum,Nishimukai,Senior Engineer,7/29/1994,1/1/9999
286370,Toshimitsu,Seuren,Staff,1/19/1995,1/1/9999
286370,Toshimitsu,Seuren,Senior Staff,1/19/1995,1/1/9999
286452,Behnaam,Bierbaum,Engineer,1/31/1999,1/1/9999
286573,Nahum,Nishimukai,Engineer,7/29/1994,1/1/9999
286573,Nahum,Nishimukai,Senior Engineer,2/2/1991,7/29/1994
286573,Nahum,Nishimukai,Engineer,2/2/1991,7/29/1994
287436,Sasan,Deville,Technique Leader,10/11/1994,4/25/2001
286779,Sigeru,Versino,Engineer,8/31/1998,1/1/9999
286986,Woody,Trelles,Senior Engineer,5/23/1996,1/1/9999
287323,Steve,Dengi,Staff,9/15/1999,1/1/9999
287327,Youjian,Felder,Staff,7/15/1993,1/1/9999
287327,Youjian,Felder,Senior Staff,7/15/1993,1/1/9999
287334,Elliott,Speer,Engineer,8/8/1998,1/1/9999
287482,Shigeaki,Gihr,Senior Engineer,3/18/1994,1/1/9999
287482,Shigeaki,Gihr,Engineer,3/18/1994,1/1/9999
287713,Aamod,Ranka,Senior Staff,12/7/1992,1/1/9999
287583,Jovan,Hockney,Senior Engineer,6/21/1990,1/1/9999
287583,Jovan,Hockney,Engineer,6/21/1990,1/1/9999
287609,Sailaja,Negoita,Senior Engineer,1/20/1988,1/1/9999
287609,Sailaja,Negoita,Engineer,1/20/1988,1/1/9999
287609,Sailaja,Negoita,Assistant Engineer,1/20/1988,1/1/9999
287983,Randi,Munos,Senior Staff,9/7/1990,1/1/9999
287808,Vidar,Ozeki,Technique Leader,6/17/1996,1/1/9999
287822,Mooi,Perfilyeva,Engineer,1/4/1999,9/4/2000
287822,Mooi,Perfilyeva,Engineer,5/11/1998,1/4/1999
287984,Troy,Kobuchi,Engineer,2/12/1991,1/1/9999
287984,Troy,Kobuchi,Senior Engineer,2/12/1991,1/1/9999
288028,Kauko,Narwekar,Senior Engineer,12/16/1985,1/1/9999
288028,Kauko,Narwekar,Engineer,12/16/1985,1/1/9999
288560,Yifei,Birjandi,Staff,2/7/1994,1/1/9999
288134,IEEE,VanScheik,Staff,2/11/1992,11/20/1993
288142,Shay,Heystek,Staff,4/1/1989,1/1/9999
288142,Shay,Heystek,Senior Staff,4/1/1989,1/1/9999
288166,Masoud,Asmuth,Staff,9/5/1994,1/1/9999
288560,Yifei,Birjandi,Senior Staff,2/7/1994,1/1/9999
288563,Cristinel,Gerlach,Senior Engineer,1/9/1996,1/1/9999
288563,Cristinel,Gerlach,Engineer,1/9/1996,1/1/9999
288606,Susumu,Swiss,Staff,11/15/1991,1/1/9999
288606,Susumu,Swiss,Senior Staff,11/15/1991,1/1/9999
288848,Vivian,Hennebert,Staff,4/10/1991,6/11/1994
288665,Horward,Khasidashvili,Senior Engineer,11/19/1998,1/1/9999
288893,Bedrich,Rosenbaum,Senior Engineer,1/27/1991,1/1/9999
288893,Bedrich,Rosenbaum,Engineer,1/27/1991,1/1/9999
289122,Nikolaus,Akaboshi,Staff,9/20/1990,7/4/1995
289454,Bowen,Narwekar,Senior Engineer,3/8/1985,1/1/9999
289687,Fai,Maccarone,Staff,10/30/1985,1/1/9999
289687,Fai,Maccarone,Senior Staff,10/30/1985,1/1/9999
289909,Hilari,Vecchio,Staff,4/24/1993,1/1/9999
289909,Hilari,Vecchio,Senior Staff,4/24/1993,1/1/9999
290009,Zijian,Rindone,Staff,7/9/1989,1/1/9999
289807,Soenke,Lemarechal,Staff,9/4/1994,1/1/9999
289807,Soenke,Lemarechal,Senior Staff,9/4/1994,1/1/9999
290009,Zijian,Rindone,Senior Staff,7/9/1989,1/1/9999
290010,Fox,Lodder,Staff,2/17/1988,1/29/1994
290284,Kwangjo,Menhardt,Engineer,1/11/1996,1/1/9999
290075,Boalin,Byoun,Staff,10/1/1990,1/1/9999
290075,Boalin,Byoun,Senior Staff,10/1/1990,1/1/9999
290478,Tsvetan,Sherertz,Engineer,8/7/1989,1/1/9999
290478,Tsvetan,Sherertz,Assistant Engineer,8/7/1989,1/1/9999
290563,Shigehiro,Oxenboll,Senior Engineer,2/26/1986,1/1/9999
291755,Ebru,Doering,Assistant Engineer,8/27/1994,4/6/2001
290441,Gregory,Collavizza,Staff,9/9/1987,1/1/9999
290441,Gregory,Collavizza,Senior Staff,9/9/1987,1/1/9999
290467,Shaowen,Poulakidas,Staff,4/15/1987,1/1/9999
290467,Shaowen,Poulakidas,Senior Staff,4/15/1987,1/1/9999
290769,Lalit,Blokdijk,Senior Engineer,2/1/1999,1/1/9999
291349,Constantijn,Rusterholz,Staff,8/28/1998,11/13/1998
291352,Danai,Trelles,Technique Leader,4/17/1992,8/26/1997
291352,Danai,Trelles,Technique Leader,8/26/1997,1/1/9999
291368,Gita,Rodier,Staff,8/24/1990,4/27/1994
291612,Siamak,Gomatam,Engineer,7/8/1998,1/1/9999
291669,Faiza,Bach,Engineer,9/13/1999,1/1/9999
291819,Uriel,Georg,Staff,6/8/1991,6/22/1999
292110,Menkae,Showalter,Senior Engineer,8/9/1996,1/1/9999
292110,Menkae,Showalter,Engineer,8/9/1996,1/1/9999
291819,Uriel,Georg,Senior Staff,6/8/1991,6/22/1999
292374,Shridhar,Chvatal,Staff,5/9/1990,8/27/1995
292146,Khatoun,Pulkowski,Engineer,1/9/2002,1/1/9999
292146,Khatoun,Pulkowski,Engineer,1/11/1998,1/9/2002
292210,Masaru,Huhdanpaa,Senior Engineer,11/23/1996,1/1/9999
292210,Masaru,Huhdanpaa,Engineer,11/23/1996,1/1/9999
292374,Shridhar,Chvatal,Staff,10/2/1989,5/9/1990
292404,Hongzue,Zultner,Senior Staff,2/22/1990,1/1/9999
292901,Shuky,Journel,Senior Engineer,2/14/1985,4/27/1995
292504,Georgi,Bednarek,Senior Engineer,3/2/1994,1/1/9999
292504,Georgi,Bednarek,Engineer,3/2/1994,1/1/9999
292515,Bernd,Thummel,Engineer,8/3/1989,1/1/9999
292515,Bernd,Thummel,Assistant Engineer,8/3/1989,1/1/9999
292901,Shuky,Journel,Engineer,2/14/1985,4/27/1995
293280,Moti,Steenbeek,Senior Engineer,1/22/1987,1/1/9999
292828,Ziya,Tokunaga,Senior Engineer,1/8/1986,1/1/9999
292828,Ziya,Tokunaga,Engineer,1/8/1986,1/1/9999
293080,Hideyuki,Slaats,Senior Staff,5/30/1987,1/1/9999
293154,Syozo,Maliniak,Senior Staff,6/6/1993,1/1/9999
293154,Syozo,Maliniak,Senior Staff,11/9/1992,6/6/1993
293280,Moti,Steenbeek,Engineer,1/22/1987,1/1/9999
293746,Sanjay,Litecky,Senior Engineer,8/27/1995,1/1/9999
293329,Fumiya,Griswold,Senior Engineer,6/12/1986,1/1/9999
293329,Fumiya,Griswold,Engineer,6/12/1986,1/1/9999
293746,Sanjay,Litecky,Engineer,8/27/1995,1/1/9999
293752,Jungsoon,Bail,Staff,2/18/1986,1/1/9999
293752,Jungsoon,Bail,Senior Staff,2/18/1986,1/1/9999
294241,Marl,Fiebach,Staff,7/26/1994,1/1/9999
294241,Marl,Fiebach,Senior Staff,7/26/1994,1/1/9999
294461,Siddarth,Rosiles,Senior Engineer,11/18/1985,1/1/9999
294144,Takanari,Ermel,Staff,1/11/1992,1/1/9999
294144,Takanari,Ermel,Senior Staff,1/11/1992,1/1/9999
294527,Ashish,Candan,Senior Staff,2/2/1992,1/1/9999
294652,Hironobu,Brodie,Senior Engineer,9/17/1985,12/21/1998
294446,Claudi,Ruemmler,Staff,8/13/1999,1/1/9999
294652,Hironobu,Brodie,Engineer,9/17/1985,12/21/1998
294652,Hironobu,Brodie,Senior Engineer,12/21/1998,1/1/9999
294652,Hironobu,Brodie,Engineer,12/21/1998,1/1/9999
294996,Tomoyuki,Vigier,Senior Staff,7/8/1991,3/8/2000
294791,Vesna,Lammel,Assistant Engineer,10/8/1999,1/1/9999
294857,Caolyn,Ozeri,Senior Engineer,7/29/1986,1/1/9999
294857,Caolyn,Ozeri,Engineer,7/29/1986,1/1/9999
295030,Fun,Keirsey,Senior Staff,7/9/1985,1/1/9999
295236,Kauko,Fujisawa,Senior Engineer,9/13/1987,1/1/9999
295236,Kauko,Fujisawa,Engineer,9/13/1987,1/1/9999
295254,Xuejun,Pfau,Staff,7/24/1985,1/1/9999
295254,Xuejun,Pfau,Senior Staff,7/24/1985,1/1/9999
295255,Jacopo,Bellone,Technique Leader,3/13/1988,1/1/9999
295262,Moon,Pews,Assistant Engineer,8/6/1994,1/1/9999
295268,Eben,Calkin,Staff,12/19/1996,1/1/9999
295268,Eben,Calkin,Senior Staff,12/19/1996,1/1/9999
295278,Val,Barvinok,Senior Engineer,1/2/1990,1/1/9999
295278,Val,Barvinok,Engineer,1/2/1990,1/1/9999
295278,Val,Barvinok,Assistant Engineer,1/2/1990,1/1/9999
295476,Shawna,Chiodo,Engineer,1/22/1999,4/5/1999
295857,Kankanahalli,Ciolek,Staff,12/26/1989,1/1/9999
295411,Chiranjit,Serot,Staff,4/4/1997,1/1/9999
295857,Kankanahalli,Ciolek,Senior Staff,12/26/1989,1/1/9999
296303,Mariangiola,Heyers,Technique Leader,8/4/1992,1/1/9999
296062,Shaz,Driscoll,Staff,10/3/1998,1/1/9999
296428,Charmane,Simmen,Staff,3/7/1989,1/1/9999
296428,Charmane,Simmen,Senior Staff,3/7/1989,1/1/9999
296610,Pranav,Berztiss,Senior Engineer,10/6/1990,9/9/1996
296621,Bokyung,Plump,Technique Leader,7/5/1986,4/27/1989
296664,Dipayan,Geffroy,Senior Engineer,9/17/1987,1/1/9999
296687,Palash,Spieker,Staff,5/11/1991,1/1/9999
296687,Palash,Spieker,Senior Staff,5/11/1991,1/1/9999
296718,Kamakshi,Bahl,Senior Engineer,12/22/1987,1/1/9999
296962,Wilmer,Luke,Technique Leader,2/13/1987,2/15/1999
297008,Boutros,Awdeh,Staff,11/7/1985,7/11/1988
297431,Cathie,Ratnakar,Senior Staff,6/23/1996,1/1/9999
297232,Lokesh,Saoudi,Senior Staff,5/25/1999,1/1/9999
297243,Tesuya,Mansanne,Senior Staff,10/8/1993,6/1/1997
297474,Irena,Terkki,Staff,3/11/1998,1/1/9999
297804,Vasilis,Ginneken,Engineer,9/13/1985,4/8/1990
298479,Kamakshi,Badache,Staff,6/11/1996,3/11/1999
297905,Marc,Bahl,Assistant Engineer,6/18/1997,1/1/9999
297954,Sailaja,Fujisaki,Assistant Engineer,7/24/1995,1/1/9999
298339,King,Benzmuller,Senior Engineer,9/4/1986,1/1/9999
298339,King,Benzmuller,Engineer,9/4/1986,1/1/9999
